DISTRICTE;CODI_ILLA;SECC_CENS;BARRI;NOM_DISTRICTE;NOM_BARRI;AEB;HABITANTS;NUM_PARC;NUM_LOCALS;NUM_VIVENDES;NUM_PARKINGS;NUM_ALTRES;SUP_CONS;SUP_SOBRE_RASANT;SUP_SOTA_RASANT;SUP_LOCALS;SUP_SERVEIS;SUP_SOL;DATA_DADES
01;05071;001;01;Ciutat Vella;el Raval;001;4;4;96;4;3;89;137256;94173;43083;230093;0;116146;15/04/15
01;06041;036;03;Ciutat Vella;la Barceloneta;014;0;1;0;0;0;0;0;0;0;0;0;8360;15/04/15
01;06044;036;03;Ciutat Vella;la Barceloneta;014;0;1;0;0;0;0;0;0;0;0;0;4843;15/04/15
01;06054;036;03;Ciutat Vella;la Barceloneta;014;0;2;0;0;0;0;0;0;0;0;0;58682;15/04/15
01;06055;036;03;Ciutat Vella;la Barceloneta;014;14;4;693;60;565;68;94055;55073;38982;80085;13970;22160;15/04/15
01;06057;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;2;0;0;0;0;0;0;0;0;0;5932;15/04/15
01;06058;036;03;Ciutat Vella;la Barceloneta;014;77;3;51;44;1;6;18534;12632;5902;17770;764;7289;15/04/15
01;06059;036;03;Ciutat Vella;la Barceloneta;014;0;2;23;0;1;22;35338;28170;7168;35338;0;7193;15/04/15
01;10026;032;03;Ciutat Vella;la Barceloneta;013;230;21;316;112;10;194;190090;128296;61794;541880;826;434499;15/04/15
01;10030;032;03;Ciutat Vella;la Barceloneta;013;92;6;90;78;0;12;7603;7603;0;6900;703;17348;15/04/15
01;10040;032;03;Ciutat Vella;la Barceloneta;013;0;1;0;0;0;0;0;0;0;0;0;11372;15/04/15
01;10050;032;03;Ciutat Vella;la Barceloneta;013;0;1;1;0;0;1;71;71;0;71;0;71;15/04/15
01;10060;032;03;Ciutat Vella;la Barceloneta;013;4;2;10;4;0;6;1117;1117;0;914;203;217;15/04/15
01;10070;032;03;Ciutat Vella;la Barceloneta;013;52;5;42;37;0;5;1854;1782;72;1675;179;409;15/04/15
01;10080;032;03;Ciutat Vella;la Barceloneta;013;101;8;53;50;0;3;2036;2036;0;1880;156;551;15/04/15
01;10090;032;03;Ciutat Vella;la Barceloneta;013;44;7;47;38;0;9;4351;4351;0;3797;554;777;15/04/15
01;10100;032;03;Ciutat Vella;la Barceloneta;013;147;9;96;96;0;0;3718;3718;0;3347;371;780;15/04/15
01;10110;032;03;Ciutat Vella;la Barceloneta;013;144;7;112;112;0;0;4283;4283;0;3851;432;795;15/04/15
01;10120;032;03;Ciutat Vella;la Barceloneta;013;123;7;98;79;1;18;8292;8161;131;7515;777;1375;15/04/15
01;10130;032;03;Ciutat Vella;la Barceloneta;013;56;5;54;37;0;17;5733;5542;191;5376;357;1142;15/04/15
01;10140;032;03;Ciutat Vella;la Barceloneta;013;79;5;75;66;1;8;4090;4090;0;3876;214;650;15/04/15
01;10150;032;03;Ciutat Vella;la Barceloneta;013;144;9;81;76;0;5;3497;3497;0;3217;280;646;15/04/15
01;10160;032;03;Ciutat Vella;la Barceloneta;013;92;10;87;84;0;3;3494;3494;0;3209;285;639;15/04/15
01;10170;032;03;Ciutat Vella;la Barceloneta;013;97;9;80;70;0;10;3116;3116;0;2835;281;650;15/04/15
01;10180;032;03;Ciutat Vella;la Barceloneta;013;91;6;67;61;0;6;2765;2765;0;2451;314;655;15/04/15
01;10190;032;03;Ciutat Vella;la Barceloneta;013;82;8;72;68;0;4;3358;3358;0;2969;389;655;15/04/15
01;10200;032;03;Ciutat Vella;la Barceloneta;013;142;8;81;71;0;10;3260;3260;0;2900;360;656;15/04/15
01;10210;032;03;Ciutat Vella;la Barceloneta;013;103;6;78;73;0;5;3908;3908;0;3557;351;652;15/04/15
01;10220;032;03;Ciutat Vella;la Barceloneta;013;37;7;35;30;0;5;1922;1883;39;1694;228;659;15/04/15
01;10230;032;03;Ciutat Vella;la Barceloneta;013;33;5;26;24;0;2;1235;1235;0;1120;115;427;15/04/15
01;10240;032;03;Ciutat Vella;la Barceloneta;013;0;1;0;0;0;0;0;0;0;0;0;327;15/04/15
01;10250;034;03;Ciutat Vella;la Barceloneta;013;71;11;55;48;0;7;3403;3403;0;3146;257;13122;15/04/15
01;10260;034;03;Ciutat Vella;la Barceloneta;013;105;7;68;65;0;3;3073;3073;0;2785;288;689;15/04/15
01;10271;034;03;Ciutat Vella;la Barceloneta;013;270;19;205;191;0;14;8442;8442;0;7598;844;1643;15/04/15
01;10290;034;03;Ciutat Vella;la Barceloneta;013;160;7;111;111;0;0;4202;4202;0;3795;407;796;15/04/15
01;10300;034;03;Ciutat Vella;la Barceloneta;013;161;9;107;104;0;3;4218;4218;0;3702;516;806;15/04/15
01;10310;034;03;Ciutat Vella;la Barceloneta;013;143;12;94;89;0;5;3788;3788;0;3315;473;792;15/04/15
01;10320;034;03;Ciutat Vella;la Barceloneta;013;190;13;108;100;0;8;4347;4347;0;3799;548;818;15/04/15
01;10331;033;03;Ciutat Vella;la Barceloneta;013;323;22;228;210;0;18;9510;9475;35;8497;1013;1673;15/04/15
01;10350;033;03;Ciutat Vella;la Barceloneta;013;132;14;101;87;0;14;3928;3928;0;3527;401;822;15/04/15
01;10360;033;03;Ciutat Vella;la Barceloneta;013;154;7;95;87;0;8;4759;4729;30;4517;242;852;15/04/15
01;10371;033;03;Ciutat Vella;la Barceloneta;013;373;15;221;205;0;16;9903;9903;0;8862;1041;1701;15/04/15
01;10390;033;03;Ciutat Vella;la Barceloneta;013;160;8;135;115;1;19;10643;9681;962;9649;994;1407;15/04/15
01;10410;040;03;Ciutat Vella;la Barceloneta;015;138;6;101;82;3;16;7818;7818;0;7194;624;1120;15/04/15
01;10421;040;03;Ciutat Vella;la Barceloneta;015;253;20;175;151;0;24;7729;7694;35;7100;635;1391;15/04/15
01;10441;039;03;Ciutat Vella;la Barceloneta;015;263;22;179;160;0;19;8231;8202;29;7511;720;1382;15/04/15
01;10461;039;03;Ciutat Vella;la Barceloneta;015;219;20;161;145;1;15;7289;7289;0;6287;1002;1383;15/04/15
01;10480;039;03;Ciutat Vella;la Barceloneta;015;137;6;86;75;0;11;6586;6586;0;5982;604;1157;15/04/15
01;10490;039;03;Ciutat Vella;la Barceloneta;015;139;6;86;77;0;9;6563;6563;0;6008;555;1160;15/04/15
01;10501;038;03;Ciutat Vella;la Barceloneta;015;254;14;152;132;0;20;6923;6923;0;6205;718;1385;15/04/15
01;10521;038;03;Ciutat Vella;la Barceloneta;015;210;7;140;122;0;18;6559;6559;0;5933;626;1384;15/04/15
01;10541;038;03;Ciutat Vella;la Barceloneta;015;236;11;152;141;0;11;6406;6406;0;5923;483;1367;15/04/15
01;10561;035;03;Ciutat Vella;la Barceloneta;014;191;10;138;114;0;24;10237;9761;476;9802;435;4003;15/04/15
01;10562;035;03;Ciutat Vella;la Barceloneta;014;0;1;0;0;0;0;0;0;0;0;0;3013;15/04/15
01;10570;035;03;Ciutat Vella;la Barceloneta;014;0;1;0;0;0;0;0;0;0;0;0;1593;15/04/15
01;10611;039;03;Ciutat Vella;la Barceloneta;015;82;4;55;44;0;11;2571;2571;0;2402;169;438;15/04/15
01;10620;039;03;Ciutat Vella;la Barceloneta;015;50;2;38;32;0;6;1955;1955;0;1843;112;435;15/04/15
01;10630;039;03;Ciutat Vella;la Barceloneta;015;44;3;31;24;0;7;2148;2148;0;1996;152;439;15/04/15
01;10640;039;03;Ciutat Vella;la Barceloneta;015;61;8;49;36;0;13;2430;2358;72;2187;243;427;15/04/15
01;10650;040;03;Ciutat Vella;la Barceloneta;015;93;7;74;67;0;7;2863;2863;0;2633;230;424;15/04/15
01;10660;040;03;Ciutat Vella;la Barceloneta;015;118;6;64;58;0;6;2741;2674;67;2506;235;432;15/04/15
01;10670;040;03;Ciutat Vella;la Barceloneta;015;146;8;142;113;0;29;9414;9091;323;8627;787;1218;15/04/15
01;10690;040;03;Ciutat Vella;la Barceloneta;015;183;7;115;94;0;21;9737;9354;383;8265;1472;1205;15/04/15
01;10700;040;03;Ciutat Vella;la Barceloneta;015;74;7;62;47;0;15;2737;2550;187;2442;295;427;15/04/15
01;10710;040;03;Ciutat Vella;la Barceloneta;015;66;7;59;50;0;9;2538;2526;12;2313;225;428;15/04/15
01;10721;040;03;Ciutat Vella;la Barceloneta;015;26;1;24;20;1;3;1283;1283;0;1179;104;257;15/04/15
01;10722;040;03;Ciutat Vella;la Barceloneta;015;0;1;0;0;0;0;0;0;0;0;0;806;15/04/15
01;10730;040;03;Ciutat Vella;la Barceloneta;015;8;2;25;23;0;2;1264;1132;132;1129;135;199;15/04/15
01;10740;039;03;Ciutat Vella;la Barceloneta;015;364;26;243;192;2;49;19070;18980;90;17409;1661;6188;15/04/15
01;10760;039;03;Ciutat Vella;la Barceloneta;015;0;3;0;0;0;0;0;0;0;0;0;9483;15/04/15
01;10780;041;03;Ciutat Vella;la Barceloneta;015;146;16;112;96;4;12;4037;4001;36;3654;383;769;15/04/15
01;10790;041;03;Ciutat Vella;la Barceloneta;015;126;13;115;109;0;6;4005;3975;30;3638;367;771;15/04/15
01;10800;041;03;Ciutat Vella;la Barceloneta;015;131;14;114;100;1;13;4511;4511;0;3921;590;771;15/04/15
01;10810;041;03;Ciutat Vella;la Barceloneta;015;159;19;114;107;0;7;4400;4400;0;3943;457;767;15/04/15
01;10820;041;03;Ciutat Vella;la Barceloneta;015;135;13;107;94;2;11;4144;4144;0;3741;403;781;15/04/15
01;10830;041;03;Ciutat Vella;la Barceloneta;015;164;13;120;106;0;14;4739;4673;66;4103;636;781;15/04/15
01;10840;041;03;Ciutat Vella;la Barceloneta;015;130;15;108;93;1;14;4009;3904;105;3506;503;774;15/04/15
01;10850;041;03;Ciutat Vella;la Barceloneta;015;100;16;113;89;0;24;4678;4574;104;4099;579;776;15/04/15
01;10860;041;03;Ciutat Vella;la Barceloneta;015;152;13;110;96;0;14;4453;4453;0;3989;464;769;15/04/15
01;10870;041;03;Ciutat Vella;la Barceloneta;015;115;8;81;59;0;22;4743;4743;0;4350;393;794;15/04/15
01;10880;041;03;Ciutat Vella;la Barceloneta;015;150;9;124;96;0;28;8184;7787;397;7621;563;1336;15/04/15
01;10898;032;03;Ciutat Vella;la Barceloneta;013;21;13;60;0;1;59;54668;34718;19950;163322;7957;128499;15/04/15
01;10900;042;03;Ciutat Vella;la Barceloneta;015;185;4;98;62;16;20;10911;9694;1217;10023;888;2219;15/04/15
01;10911;042;03;Ciutat Vella;la Barceloneta;015;139;7;81;70;0;11;5685;5685;0;5258;427;1126;15/04/15
01;10912;042;03;Ciutat Vella;la Barceloneta;015;154;9;105;96;2;7;6363;6363;0;5607;756;1117;15/04/15
01;10921;042;03;Ciutat Vella;la Barceloneta;015;206;8;106;89;0;17;6978;6978;0;6394;584;1123;15/04/15
01;10922;042;03;Ciutat Vella;la Barceloneta;015;161;8;84;79;0;5;5414;5370;44;4856;558;1115;15/04/15
01;10931;042;03;Ciutat Vella;la Barceloneta;015;178;8;132;78;39;15;12746;12746;0;11391;1355;3136;15/04/15
01;10941;042;03;Ciutat Vella;la Barceloneta;015;165;7;139;83;46;10;10728;10728;0;9534;1194;2298;15/04/15
01;10953;042;03;Ciutat Vella;la Barceloneta;015;0;1;0;0;0;0;0;0;0;0;0;2589;15/04/15
01;10955;042;03;Ciutat Vella;la Barceloneta;015;92;1;96;48;40;8;7734;7734;0;6965;769;1275;15/04/15
01;10960;038;03;Ciutat Vella;la Barceloneta;015;83;10;64;49;0;15;3343;2999;344;3037;306;729;15/04/15
01;10970;038;03;Ciutat Vella;la Barceloneta;015;167;15;102;95;0;7;4147;4147;0;3674;473;728;15/04/15
01;10980;038;03;Ciutat Vella;la Barceloneta;015;178;16;100;97;0;3;3962;3962;0;3368;594;722;15/04/15
01;10990;038;03;Ciutat Vella;la Barceloneta;015;164;16;113;100;0;13;4199;4199;0;3629;570;733;15/04/15
01;11000;038;03;Ciutat Vella;la Barceloneta;015;142;13;97;92;0;5;3739;3718;21;3316;423;730;15/04/15
01;11010;038;03;Ciutat Vella;la Barceloneta;015;161;11;105;99;0;6;4099;4099;0;3639;460;720;15/04/15
01;11020;035;03;Ciutat Vella;la Barceloneta;014;215;8;121;119;0;2;4568;4568;0;4175;393;731;15/04/15
01;11030;035;03;Ciutat Vella;la Barceloneta;014;151;10;96;89;0;7;3975;3975;0;3506;469;739;15/04/15
01;11040;035;03;Ciutat Vella;la Barceloneta;014;168;8;103;97;0;6;4391;4323;68;3981;410;742;15/04/15
01;11050;035;03;Ciutat Vella;la Barceloneta;014;99;4;23;17;0;6;3322;3253;69;2929;393;748;15/04/15
01;11060;035;03;Ciutat Vella;la Barceloneta;014;180;8;110;108;0;2;4222;4222;0;3817;405;738;15/04/15
01;11070;035;03;Ciutat Vella;la Barceloneta;014;186;4;110;107;0;3;4344;4344;0;4052;292;742;15/04/15
01;11080;035;03;Ciutat Vella;la Barceloneta;014;149;8;111;110;0;1;4302;4302;0;3801;501;744;15/04/15
01;11090;035;03;Ciutat Vella;la Barceloneta;014;29;2;13;13;0;0;1541;1541;0;1417;124;530;15/04/15
01;11101;036;03;Ciutat Vella;la Barceloneta;014;0;2;7;0;0;7;3663;3663;0;3663;0;3925;15/04/15
01;11120;037;03;Ciutat Vella;la Barceloneta;015;678;26;509;331;97;81;32489;29198;3291;27543;4946;7028;15/04/15
01;11130;036;03;Ciutat Vella;la Barceloneta;014;128;16;100;91;0;9;3689;3656;33;3195;494;693;15/04/15
01;11142;036;03;Ciutat Vella;la Barceloneta;014;381;5;272;267;0;5;18166;18166;0;15648;2518;7476;15/04/15
01;11143;036;03;Ciutat Vella;la Barceloneta;014;455;11;299;279;1;19;18329;18329;0;15832;2497;7080;15/04/15
01;11144;042;03;Ciutat Vella;la Barceloneta;015;241;4;287;148;126;13;20671;19343;1328;17737;2934;6992;15/04/15
01;11145;036;03;Ciutat Vella;la Barceloneta;014;1;4;39;0;7;32;52493;30566;21927;52493;0;7968;15/04/15
01;11146;036;03;Ciutat Vella;la Barceloneta;014;145;5;151;49;65;37;11049;8883;2166;9450;1599;4198;15/04/15
01;11147;036;03;Ciutat Vella;la Barceloneta;014;2;2;14;0;0;14;11180;10663;517;11180;0;58907;15/04/15
01;11150;037;03;Ciutat Vella;la Barceloneta;015;139;13;95;87;0;8;3967;3967;0;3594;373;772;15/04/15
01;11160;037;03;Ciutat Vella;la Barceloneta;015;379;1;202;139;19;44;13640;13640;0;12660;980;2125;15/04/15
01;11170;037;03;Ciutat Vella;la Barceloneta;015;224;8;125;117;0;8;4723;4649;74;4421;302;789;15/04/15
01;11180;036;03;Ciutat Vella;la Barceloneta;014;0;1;0;0;0;0;0;0;0;0;0;851;15/04/15
01;11190;042;03;Ciutat Vella;la Barceloneta;015;248;11;131;103;4;24;15486;15345;141;14664;822;4289;15/04/15
01;11201;036;03;Ciutat Vella;la Barceloneta;014;4;5;53;0;2;51;86928;52642;34286;78292;8636;47790;15/04/15
01;11210;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;12;64;0;0;64;79452;79392;60;79452;0;310216;15/04/15
01;11310;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;159;14;1080;285;455;340;102715;50887;51828;91200;11515;88940;15/04/15
01;11330;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;82;6;78;48;0;30;9226;9157;69;8438;788;2024;15/04/15
01;11340;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;22;2;21;15;0;6;1895;1895;0;1780;115;404;15/04/15
01;11350;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;34;2;30;20;2;8;2341;2341;0;2289;52;378;15/04/15
01;11360;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;22;5;42;22;0;20;6473;5932;541;6158;487;1073;15/04/15
01;11371;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;14;1;4;0;0;4;7548;7548;0;7548;0;2457;15/04/15
01;11373;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;0;0;0;0;0;0;0;0;0;1585;15/04/15
01;11374;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;0;0;0;0;0;0;0;0;0;327;15/04/15
01;11375;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;0;0;0;0;0;0;0;0;0;3205;15/04/15
01;11380;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;67;4;50;42;0;8;6425;6425;0;5802;623;1075;15/04/15
01;11390;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;70;4;56;42;0;14;6670;6520;150;6002;668;1046;15/04/15
01;11400;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;104;13;136;108;0;28;11616;11415;201;10540;1076;2216;15/04/15
01;11410;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;2;1;13;12;0;1;1200;1200;0;1084;116;234;15/04/15
01;11420;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;22;4;29;25;0;4;1209;1209;0;1041;168;308;15/04/15
01;11430;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;41;4;33;18;0;15;3621;3621;0;3398;223;673;15/04/15
01;11440;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;9;0;0;9;2944;2944;0;2944;0;380;15/04/15
01;11450;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;30;3;34;24;0;10;1843;1738;105;1571;272;311;15/04/15
01;11460;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;51;4;57;30;0;27;10406;9821;585;9662;744;1815;15/04/15
01;11470;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;303;17;248;165;0;83;33490;31864;1626;30950;2540;5735;15/04/15
01;11480;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;113;7;169;98;40;31;14619;12780;1839;11420;3199;2688;15/04/15
01;11490;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;84;7;146;67;48;31;14956;11538;3418;13144;1812;2676;15/04/15
01;11500;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;5;0;0;5;8341;8341;0;8341;0;8043;15/04/15
01;11510;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;88;4;88;59;0;29;8189;8189;0;7665;524;1313;15/04/15
01;11520;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;33;2;17;15;0;2;1648;1648;0;1427;221;405;15/04/15
01;11530;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;20;5;25;22;0;3;1022;1022;0;921;101;202;15/04/15
01;11540;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;61;5;58;56;0;2;5221;5221;0;4841;380;982;15/04/15
01;11550;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;75;7;72;61;0;11;4445;4303;142;4014;431;814;15/04/15
01;11560;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;36;4;31;26;0;5;3144;3144;0;2746;398;487;15/04/15
01;11570;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;64;6;54;46;0;8;4675;4614;61;4207;468;754;15/04/15
01;11580;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;88;9;100;73;0;27;6194;6192;2;5591;603;1094;15/04/15
01;11590;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;0;0;0;0;0;0;0;0;0;414;15/04/15
01;11600;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;120;15;135;113;0;22;8157;8108;49;7567;590;1306;15/04/15
01;11613;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;172;22;175;172;0;3;9603;9603;0;8553;1050;1551;15/04/15
01;11620;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;52;8;66;62;0;4;2532;2490;42;2239;293;467;15/04/15
01;11630;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;44;3;34;34;0;0;2402;2402;0;2144;258;470;15/04/15
01;11641;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;141;10;115;82;0;33;11268;11111;157;10213;1055;1687;15/04/15
01;11642;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;0;0;0;0;0;0;0;0;0;648;15/04/15
01;11650;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;136;11;99;84;0;15;7901;7869;32;7303;598;2183;15/04/15
01;11670;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;210;22;181;134;0;47;27789;27789;0;25548;2241;8417;15/04/15
01;11680;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;197;15;145;116;0;29;10488;10488;0;9525;963;1787;15/04/15
01;11690;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;0;0;0;0;0;0;0;0;0;593;15/04/15
01;11700;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;169;9;118;98;0;20;7817;7817;0;7303;514;1471;15/04/15
01;11710;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;120;7;108;80;0;28;7007;7007;0;6304;703;1322;15/04/15
01;11720;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;223;16;178;169;0;9;12561;12511;50;11606;955;2258;15/04/15
01;11730;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;172;10;561;106;441;14;20586;11659;8927;19526;1060;6637;15/04/15
01;11740;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;41;4;26;25;0;1;1349;1349;0;1138;211;248;15/04/15
01;11750;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;102;6;56;55;0;1;4641;4641;0;4165;476;886;15/04/15
01;11760;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;130;9;75;58;0;17;6853;6853;0;6342;511;1261;15/04/15
01;11770;044;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;289;15;224;177;0;47;34397;33654;743;31805;2592;7579;15/04/15
01;11780;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;4;18;7;0;11;4030;4030;0;3959;71;3030;15/04/15
01;11790;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;58;7;53;47;0;6;3239;3239;0;2978;261;563;15/04/15
01;11800;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;266;24;247;176;1;70;29527;29488;39;27394;2133;7970;15/04/15
01;11810;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;72;5;65;35;0;30;7944;7944;0;7391;553;1830;15/04/15
01;11820;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;120;8;105;82;0;23;7956;7956;0;7305;651;1637;15/04/15
01;11830;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;33;3;28;25;0;3;2174;2174;0;1986;188;447;15/04/15
01;11840;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;23;3;31;24;0;7;2487;2487;0;2328;159;468;15/04/15
01;11850;045;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;113;5;77;64;0;13;5016;5016;0;4515;501;988;15/04/15
01;11860;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;135;14;131;99;0;32;11768;11768;0;10537;1231;2660;15/04/15
01;11870;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;78;3;50;43;0;7;5298;5298;0;4919;379;1090;15/04/15
01;11882;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;97;10;93;74;0;19;6228;6228;0;5747;481;1175;15/04/15
01;11883;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;21;4;25;13;0;12;3202;2882;320;2943;259;519;15/04/15
01;11884;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;167;12;142;125;0;17;11192;11192;0;10087;1105;2133;15/04/15
01;11890;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;133;6;71;59;0;12;5960;5960;0;5481;479;1152;15/04/15
01;11900;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;32;1;25;12;0;13;1827;1579;248;1701;126;249;15/04/15
01;11910;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;3;2;12;9;0;3;326;326;0;319;7;54;15/04/15
01;11920;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;70;8;157;55;0;102;19750;19750;0;18306;1444;2638;15/04/15
01;11930;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;11;1;21;5;0;16;1974;1974;0;1856;118;389;15/04/15
01;11941;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;32;7;96;60;0;36;15456;15181;275;14415;1119;2807;15/04/15
01;11950;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;107;10;115;38;0;77;14332;14332;0;12811;1521;3299;15/04/15
01;11960;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;59;5;82;48;0;34;8675;8467;208;7810;865;1689;15/04/15
01;11970;043;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;0;1;5;0;0;5;7081;7081;0;7045;36;3084;15/04/15
01;11980;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;107;11;91;63;1;27;12667;11919;748;11995;1776;2038;15/04/15
01;11990;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;162;22;186;146;0;40;11696;11440;256;10485;1211;2007;15/04/15
01;12000;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;181;19;172;139;0;33;11719;11719;0;10560;1159;2143;15/04/15
01;12010;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;76;5;44;33;0;11;2497;2415;82;2238;259;476;15/04/15
01;12020;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;19;3;43;37;0;6;2751;2751;0;2273;478;428;15/04/15
01;12030;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;46;8;64;30;0;34;8146;7442;704;7352;794;1507;15/04/15
01;12040;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;146;11;114;84;0;30;9467;9467;0;8615;852;2182;15/04/15
01;12050;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;37;5;44;37;0;7;3374;3329;45;2996;121;589;15/04/15
01;12060;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;14;2;15;11;0;4;677;677;0;608;69;126;15/04/15
01;12070;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;135;9;117;92;0;25;10210;10145;65;9304;906;2101;15/04/15
01;12080;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;17;2;17;15;0;2;1376;1376;0;1169;207;261;15/04/15
01;12090;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;2;2;66;3;0;63;22865;19457;3408;21416;1449;2721;15/04/15
01;12100;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;68;4;56;52;0;4;5488;5488;0;4973;515;1426;15/04/15
01;12110;046;04;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;016;6;3;50;17;4;29;33332;31049;2283;31393;1939;3184;15/04/15
